抓取时间,抓取时刻,订单号,安,非,赔,保,农,订单标题,金额(元）,年利率,期限（月）,还款方式,每月还款金额,进度,借款状态,剩余时间,结束时间,总投标数,浏览量,借款id,借入信用等级,借入信用分数,借出信用分数,成功次数,流标次数,身份认证,视频认证,学历认证,手机认证,借款目的,性别,年龄,婚姻状况,文化程度,住宅状况,是否购车,关于我,我想要使用这笔款项做什么,我的还款能力说明
2014/03/04,15:05:13,461246,0,0,0,0,0,【个人消费】新购住房，用于装修。,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天18时31分,,0,378,xxj002133791,HR,0,0,0,0,0,0,0,0,个人消费,男,41,已婚,本科,自置有按揭,是,政府机关工作，部门负责人。,新购住房，用于装修。,有固定收入，来源稳定。
2014/03/04,15:05:16,461247,0,0,0,0,0,【实体经营】承包170亩土地需要投资,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天18时31分,,0,420,zjgnk1977,HR,0,0,0,0,0,0,0,0,实体经营,女,37,已婚,高中,与父母共住,没有,我经营化肥门市三年。,承包邢台威县170亩土地做前期投入,门市每年收入稳定，种地收入稳定，现在国家支持承包大户，我掌握一套种植技术。
2014/03/04,15:05:18,461248,0,0,1,0,0,【个人消费】个人消费贷款，过年开销大啊,6000,13,5,等额本息，每月还款,1239,100.00,借款成功,,2014/2/28,19,138,whos77226,E,46,30,4,0,1,1,0,1,,,,,,,,借过我钱的朋友们都知道我还钱很按时，即使逾期也是会在网站上和大家沟通好，绝对按照我说的时间还钱，这一点借过我钱的朋友都知道。我还会一个个的发信息道歉。我觉得每个欠款的人都有不得已的苦衷导致延期几天，但是你必须想办法尽快还上，因为这是一个人的诚信问题。诚信很重要，大家都是由一个网站联系起来的，互相不了解，诚信更为重要，人人为我，我为人人。备注：第一次逾期是赶上周末了，财务不划账，站内已解释。第二次是卡掉了，站内已解释。均给出具体还款日期，未超过本人所说时间。,过年开销太大，借点钱顶上。,我有两张信用卡，额度12000.有固定工作以及收入来源。流水半年接近10万哦亲。。。。。还款无压力。
2014/03/04,15:05:20,461249,0,0,1,0,0,【个人消费】累积信用，诚信借款,5410,13,12,等额本息，每月还款,483,100.00,借款成功,,2014/2/28,15,408,moonwell123,E,31,15,3,2,1,0,1,0,,,,,,,,我是一名大学老师，工作稳定，请放心借款,春季旅游，购买液晶电视,工作稳定，年薪5万，在外兼职工程预算
2014/03/04,15:05:24,461250,0,0,0,0,0,【累积信用】累计信用累计信用,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天18时37分,,0,114,liuaa6,HR,24,20,0,0,0,0,0,1,累计信用,男,27,未婚,初中及以下,与父母共住,没有,累计信用累计信用累计信用累计信用,累计信用累计信用累计信用累计信用,累计信用累计信用累计信用累计信用
2014/03/04,15:05:26,461251,0,0,0,0,0,【累积信用】为了增加个人信用,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天18时37分,,0,570,qq13378812,HR,0,0,0,0,0,0,0,0,累计信用,男,35,已婚,中专,自置无按揭,没有,本人19岁开始工作，信用一直很好。,为了累计信用。增加贷款额度。,到年底有拆迁款，过渡费可以偿还。没有一点问题。就为了增加信用。谢谢.
2014/03/04,15:05:29,461252,0,0,0,0,0,【个人消费】好兄弟挺住，我一定会帮你渡过这个难关的，坚持住！,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天18时38分,,0,66,raofei881123,HR,10,10,0,0,0,0,0,0,个人消费,男,26,未婚,初中及以下,与父母共住,没有,我是做水电安装工程的，在工地里工作，一个工程要做两年左右，我的工资是按天算，一天180块钱，每个月会发一部分，其余的年底一起发.,昨天晚上11点，我的结拜兄弟从网吧出来被车撞了，肇事司机却跑了，现在他在医院躺在，给医院交了押金，但是后期的钱现在却没有，我兄弟是单亲家庭，他不让我给他妈妈打电话，怕他妈妈担心，他妈妈有高血压，作为结拜兄弟，他的事就是我的事，无乱如何，我一定要让他平平安安的出院，绝不能让他留下任何后遗症.,我现在在山东龙口这边的一个大型工地工作，一般一个月能上25个班，一个班180块钱，一个月下来也有几千块钱，这个工程还得做一年半才竣工，每个月能发1500块左右的工资，其余的是年底一起结账，可以拿钱回家给父母.
2014/03/04,15:05:32,461253,0,0,0,0,0,【累积信用】第一次网贷，有正当工作 收入稳定。,3000,24,10,等额本息，每月还款,334,100.00,投标已结束,,2014/3/3,22,300,hywyd20,HR,23,20,0,2,0,0,0,1,,,,,,,,有正当职业，收入在3000左右，第一次接触这个 主要是为了累积信用 为以后打算,最近想换个新手机，还差点前，,有正当工作，收入稳定。每个月几百一般正常人多没问题吧。
2014/03/04,15:05:36,461254,0,0,0,0,0,【个人消费】我想开个洗车行资金有点缺口，我会在三个月内还清。,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天18时38分,,0,84,Wangyijun82,HR,0,0,0,0,0,0,0,0,个人消费,男,32,已婚,大专,自置有按揭,是,我在西安新飞档案设备厂上班，和老婆住在咸阳世纪大道奥林匹克花园，父亲在西安一家物业公司上班和母亲住在长安区老家。,我准备开一间洗车行资金不够。,我在新飞档案设备厂已工作十三年了，每月5000多块钱，我老婆在学校上班每月3000多，
2014/03/04,15:05:38,461255,0,0,0,0,0,【个人消费】急需一笔资金周转一下,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天18时38分,,0,198,jn1224,HR,0,0,0,0,0,0,0,0,个人消费,男,30,已婚,高中,其他,没有,我是一个工薪阶层，每月工资收入大概在4500~5000左右，兼职收入大概在1500~2500左右，因近期需要装修房子所以需要这笔款项,我是一个工薪阶层，每月工资收入大概在4500~5000左右，兼职收入大概在1500~2500左右，因近期需要装修房子所以需要这笔款项,我是一个工薪阶层，每月工资收入大概在4500~5000左右，兼职收入大概在1500~2500左右，因近期需要装修房子所以需要这笔款项
2014/03/04,15:05:41,461256,0,0,0,0,0,【实体经营】因为业务需要想做个人投资手上资金不足,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天18时39分,,0,354,871124LMH,HR,0,0,0,0,0,0,0,0,实体经营,男,27,已婚,大专,商住两用,没有,我想贷一笔资金以方便给自己做个人投资,第一次金额不多我先办个流程3000块只能先做个人消费了,我在贸易公司上班年薪为30万个人小投资了一些月分红在4000左右
2014/03/04,15:05:43,461257,0,0,0,0,0,【个人消费】想买一辆雅马哈摩托车，资金不够，在此借款，一个月后还,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天18时41分,,0,138,airong521,E,36,20,0,0,0,0,0,1,个人消费,男,25,已婚,大专,与父母共住,没有,我工作两年，第一次接触这个网上平台，希望有能力的人帮助我周转下，我做医药代表的,毕业后买的电动车，由于奔跑于好几家医院，不方便，最近手头有点紧张，想在此借点钱先用一下，下月发工资还,我在临沂鲁南制药销售部工作，在市人民医院做临床，一月的工资在5000到7000之间浮动
2014/03/04,15:05:46,461258,0,0,0,0,0,【个人消费】感受一下网上信贷的感觉，用于个人消费,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天18时41分,,0,234,lyf32669,HR,10,10,0,0,0,0,0,1,个人消费,男,35,已婚,大专,其他,没有,在一家商贸公司做销售部经理,个人消费，同时感受一下网上信贷的感觉,月收入8000以上，年综合收入12万左右
2014/03/04,15:05:49,461259,0,0,0,0,0,【个人消费】个人人消费,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天18时41分,,0,96,fei00100,HR,0,0,0,0,0,0,0,0,个人消费,男,26,已婚,大专,其他,没有,111111111111111111111111111111111111,111111111111111111111111111111111111111111,11111111111111111111111111111111111111111111111
2014/03/04,15:05:51,461260,0,0,0,0,0,【实体经营】进货需要周转急急,3000,22,12,等额本息，每月还款,281,100.00,借款审批中,,2014/2/28,26,534,cuiweilixiang,HR,10,10,0,0,0,0,0,0,,,,,,,,自己有货车借款进货哈,进货进货进货进货进货,没问题没问题绝对没问题
2014/03/04,15:05:55,461261,0,0,0,0,0,【个人消费】提升自己的信用额度，并且了解贷款的流程，方便以后自己创业贷款,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天18时43分,,0,156,lichunyan52110,HR,10,0,0,1,0,0,0,0,个人消费,女,25,已婚,大专,自置有按揭,没有,目前我在一家房地产公司做技术施工，每个月有固定的收入。,想提高自己的信用度，方便以后贷款。,每个月有固定的收入，工资是4500元每月。
2014/03/04,15:05:59,461262,0,0,0,0,0,【个人消费】【累积信用】累积信用希望可以方便以后干个体,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天18时44分,,0,306,konglingchen,E,46,10,0,2,0,1,0,0,个人消费,男,53,已婚,中专,自置无按揭,没有,"我是在中国北车集团上班,大型国有企业,稳定",希望能够增加信誉度方便以后做生意周转 希望能够增加信誉度方便以后做点生意可以临时周转,我的打卡税后每月收入4000左右
2014/03/04,15:06:02,461263,0,0,0,0,0,【个人消费】用于个人消费和信用卡还账,3000,13,8,等额本息，每月还款,394,0.00,正在预审,10天18时45分,,0,90,laonanren74,HR,0,0,0,0,0,0,0,0,个人消费,男,40,离婚,初中及以下,与父母共住,没有,我是胜利油田职工有稳定的工作也能能力偿还借款,借钱还银行信用卡和自己消费,每月薪金收入4500左右
2014/03/04,15:06:05,461264,0,0,0,0,0,【网贷体验】解决资金问题找我,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天18时45分,,0,60,lpzmx130,HR,0,0,0,0,0,0,0,0,网贷体验,男,28,已婚,大专,与父母共住,是,湖南省内需要资金的请来电15211159836.本人业务办理银行贷款信用卡。纯信用贷款。明间借款等等,资料简单快捷 轻松月供解你燃眉之急,公司自有资金找合适的省内项目
2014/03/04,15:06:08,461265,0,0,0,0,0,【实体经营】本人有偿还能力 急需用钱搞副业,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天18时44分,,0,54,tiantian1230,HR,10,10,0,0,0,0,0,0,实体经营,女,28,未婚,大专,自置有按揭,没有,外企工作，工作稳定 工资打卡只是暂时的周转,用这笔款项 开一个连锁药店,工资过万，工作稳定，
2014/03/04,15:06:09,461266,0,0,0,0,0,【实体经营】入股和朋友一起进美容产品,3000,22,7,等额本息，每月还款,461,100.00,借款审批中,,2014/2/28,23,474,DMR123,HR,10,10,0,0,0,0,0,0,,,,,,,,我在富思达工作6年，现任门市经理，身体健康，工作稳定月收入2万左右,入股和朋友一起进美容产品在他的美容院销售，我只是投资一些钱，经营我不干涉,我在富思达工作6年，现任门市经理，身体健康，工作稳定月收入2万左右
2014/03/04,15:06:12,461267,0,0,0,0,0,【个人消费】车维修差1万急需用钱,3000,22,7,等额本息，每月还款,461,100.00,投标已结束,,2014/2/28,23,456,1187609983q,HR,10,10,0,1,0,0,0,0,,,,,,,,我是一个电焊工 在北京工程上班月工资6000多,我的车出事故了 没有保险 需要个人赔偿 急需用钱,我有能力还你钱 我是有手艺的人 电焊工 工资一般都在5000到8000左右
2014/03/04,15:06:15,461268,0,0,0,0,0,【网贷体验】刚刚了解到拍拍贷，只为体验,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天18时49分,,0,90,gs372371,HR,0,0,0,0,0,0,0,0,网贷体验,男,32,已婚,高中,自置无按揭,没有,本人从事广告行业，有自己的店，还经营渔具、汇通快递，有还款能力,刚刚了解到拍拍贷，只为体验网贷,本人从事广告行业，有自己的店，还经营渔具、汇通快递，有还款能力
2014/03/04,15:06:18,461269,0,0,0,0,0,【个人消费】生活出了点问题请大家帮助一下,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天18时49分,,0,174,a542137086,HR,10,10,0,0,0,0,0,0,个人消费,男,21,未婚,大专,租用,没有,我是个大2的学生最近生活出现了点问题希望大家帮助一下！！,最近生活急用钱，需周转，虽说是小钱，需要的是解决问题,我现在是在校学生，一个月的生活费有1000+平时没课的时候都会去做兼职一个月下来都会有700+还起来基本没什么压力！
2014/03/04,15:06:21,461270,0,0,0,0,0,【个人消费】个人生活消费品及投资,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天18时49分,,0,246,1253961873wj,HR,0,0,0,0,0,0,0,0,个人消费,男,22,未婚,初中及以下,与父母共住,没有,平是个人生活消费品花费较大，先网货体验一下,买一些生活用品，其他的用来投资,本人在钢铁建材厂上班每月工资2000到4000可以还清我是潜力股，会努力工作，诚信还款
2014/03/04,15:06:24,461271,0,0,0,0,0,【累积信用】累积信用，15天还，提高额度信用,3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天18时49分,,0,174,banana8,HR,10,10,0,0,0,0,0,0,累计信用,男,33,离婚,高中,与父母共住,没有,有房地产证，请提高额度信用，个体工商户,积累费用，有房地产证，请提高额度信用,本人守信用还款有力量
2014/03/04,15:06:27,461272,0,0,0,0,0,【网贷体验】本人现需要一笔资金周转，望台州这边的朋友帮助下,3000,13,12,等额本息，每月还款,268,0.00,正在预审,10天18时49分,,0,216,yuanhua0001,HR,10,10,0,0,0,0,0,0,网贷体验,男,30,已婚,大专,其他,没有,本人在温岭上班，在温岭有7年工作时间了,小饰品批发，想摆地摊体验下,就3000元，我想无论怎样都会有能力还的吧，
2014/03/04,15:06:30,461273,0,0,0,0,0,"【个人消费】个人消费,个人消费，怎么才3000",3000,13,7,等额本息，每月还款,448,0.00,正在预审,10天18时51分,,0,432,ceci878,HR,10,10,0,0,0,0,0,0,个人消费,男,28,已婚,高中,自置无按揭,是,宜兴本地人，家里做环保设备的，已婚，有奔驰E200车子一部，车牌苏B。j325u ，不过在爸爸名下。工作是负责工程项目,想给老婆买点东西，想给老婆买点东西,"工作固定，收入稳定，由于是私人，所以工资是财务现金发放，不计入工资卡,父亲名下有车数量"
﻿2014/03/04,19:13:33,460001,0,0,0,0,0,【个人消费】借来用于购买电脑,3000,13,7,等额本息，每月还款,448,0.00,正在预审,9天18时19分,,0,246,gongzhongxiu,HR,20,20,0,0,0,0,0,1,个人消费,女,49,离婚,高中,租用,没有,我是一个工作认真业务出色的且一能力的人,为了让儿子学习更方便所以需要购买电脑,月收入5000左右，有能力尝还
2014/03/04,19:13:43,460002,0,0,0,0,0,【个人消费】给家里买电器请帮帮忙,3000,13,7,等额本息，每月还款,448,0.00,正在预审,9天18时19分,,0,78,YU984264,HR,10,10,0,0,0,0,0,0,个人消费,男,23,未婚,中专,与父母共住,没有,你好 本人我已经很努力工作的,我想给家里买台大电视,我每月工资有2500 用600开还
2014/03/04,19:13:47,460003,0,0,0,0,0,"【个人消费】利息高,急用我,请投我",3000,20,7,等额本息，每月还款,458,100.00,投标已结束,,2014/2/27,19,342,maxiaomin,E,48,20,0,2,0,0,0,1,,,,,,,,"我在郑州铁路局下属的平顶山西火车站上班,工资4000多,有偿还能力.","我本想去买套家具呢,.手上还有一部分现金.","我在郑州铁路局下属的平顶山西火车站上班,工资4000多,有偿还能力."
